Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
NSTG,"NanoString Technologies, Inc.",8.33,211439048.9,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
NAOV,"NanoVibronix, Inc.",4.68,17665858.08,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/naov
NH,"NantHealth, Inc.",3.85,417069221.8,n/a,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/nh
NK,"NantKwest, Inc.",4.37,347218957.4,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk
NSSC,"NAPCO Security Technologies, Inc.",9.4,177179114.8,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
NDAQ,"Nasdaq, Inc.",80.07,13309737679,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq
NTRA,"Natera, Inc.",11.11,597373356.7,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ntra
NATH,"Nathan&#39;s Famous, Inc.",75.1,314259629.9,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",1.24,30144997.68,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",45.3,315196222.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,107.41,5005386558,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",6.56,514969630.1,n/a,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
NCOM,National Commerce Corporation,42.1,723175023.4,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/ncom
NESR,National Energy Services Reunited Corp.,9.94,284802122.5,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,0.8,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/nesrw
NGHC,National General Holdings Corp,20.35,2170750129,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,23.5,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,23.34,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,23.6367,52000740,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,24.14,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcz
NHLD,National Holdings Corporation,3.98,49502905.68,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,1.493,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhldw
NATI,National Instruments Corporation,46.57,6088795675,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NRCIA,National Research Corporation,37.35,914441133.2,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
NRCIB,National Research Corporation,55.9,1368601321,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcib
NSEC,"National Security Group, Inc.",16.79,42349618.48,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
EYE,"National Vision Holdings, Inc.",43.13,3219819774,n/a,2017,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/eye
NWLI,"National Western Life Group, Inc.",337,1225387942,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",11.05,82090671,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
NHTC,Natural Health Trends Corp.,15.62,177160321.8,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/nhtc
NATR,"Nature&#39;s Sunshine Products, Inc.",12,226822776,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,28.25,880104765.8,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
JSM,Navient Corporation,23.03,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
NAVI,Navient Corporation,13.6,3576965961,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi
NBTB,NBT Bancorp Inc.,37.71,1641805649,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
NCSM,"NCS Multistage Holdings, Inc.",18.43,809291451.5,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ncsm
NEBUU,Nebula Acquisition Corporation,10.1099,0,n/a,2018,Finance,Business Services,http://www.nasdaq.com/symbol/nebuu
NKTR,Nektar Therapeutics,71.59,11273112858,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
NEOG,Neogen Corporation,58.91,3034257753,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
NEO,"NeoGenomics, Inc.",7.99,642472360.4,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
NEON,Neonode Inc.,0.6799,39838402.59,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",11.4,330565298.4,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neos
NVCN,Neovasc Inc.,0.5515,55723882.63,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn
NEPT,Neptune Technologies & Bioresources Inc,3.05,239828127.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
UEPS,"Net 1 UEPS Technologies, Inc.",11.53,656376334.9,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps
NETE,"Net Element, Inc.",8.48,29756727.04,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",63.09,16831894094,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
NTES,"NetEase, Inc.",325.55,24696577198,75861088,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes
NFLX,"Netflix, Inc.",220.46,95399904920,n/a,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx
NTGR,"NETGEAR, Inc.",70.75,2226496769,n/a,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
NLST,"Netlist, Inc.",0.314,22111768.84,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",27,2352805353,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,5,56665645,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
CUR,"Neuralstem, Inc.",1.91,28928911.57,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur
NBIX,"Neurocrine Biosciences, Inc.",80.68,7139618871,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
NURO,"NeuroMetrix, Inc.",1.93,4526851.67,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.06,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow
NTRP,"Neurotrope, Inc.",7.01,55349971.59,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntrp
NBEV,New Age Beverages Corporation,3.92,135691815.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/nbev
NYMT,"New York Mortgage Trust, Inc.",6.04,675598298.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt
NYMTN,"New York Mortgage Trust, Inc.",24.65,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymtn
NYMTO,"New York Mortgage Trust, Inc.",24.2899,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",24.7995,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
NEWA,"Newater Technology, Inc.",11.15,118178850,n/a,2017,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/newa
NLNK,NewLink Genetics Corporation,8.62,319605110.6,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
NMRK,"Newmark Group, Inc.",16.245,2460042650,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/nmrk
NWS,News Corporation,17.55,10225012976,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws
NWSA,News Corporation,17.22,10032747775,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa
NEWT,Newtek Business Services Corp.,17.82,320835681.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newt
NEWTL,Newtek Business Services Corp.,25.4799,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtl
NEWTZ,Newtek Business Services Corp.,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtz
NXEO,"Nexeo Solutions, Inc.",9.82,881259654.4,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeo
NXEOU,"Nexeo Solutions, Inc.",10.77,0,n/a,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeou
NXEOW,"Nexeo Solutions, Inc.",0.71,0,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeow
NXST,"Nexstar Media Group, Inc.",81.75,3725030882,n/a,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
NEXT,NextDecade Corporation,8.17,868262885.6,n/a,2015,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/next
NEXTW,NextDecade Corporation,0.6,0,n/a,2015,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/nextw
NFEC,NF Energy Saving Corporation,1.24,8770878.36,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
NODK,"NI Holdings, Inc.",16.96,378434059.8,n/a,2017,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,17,1126576094,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,93.6,3771438653,40293148,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",9,70950357,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,55.72,547058960,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncbs
NITE,Nightstar Therapeutics plc,14.73,78952800,5360000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",0.6678,67101638.52,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd
NMIH,NMI Holdings Inc,19.6,1176649622,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",28.9,796871173.3,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,5.8,238489248.8,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,151.14,8727671193,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,3.7412,10248085.84,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys
NBN,Northeast Bancorp,24.9,222291961.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
NTIC,Northern Technologies International Corporation,25.25,114569552,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,106.49,24218075921,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.68,410880000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",17.3,845620747.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,34.9,239181356.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",17.09,1753783063,n/a,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
NWPX,Northwest Pipe Company,20.18,194126655.9,n/a,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,59.43,13577611360,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,32.25,201076782.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",2.71,74209686.08,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,28.1,772486955.9,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi
NOVN,"Novan, Inc.",3.38,87848424.04,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,59.2,2047854570,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",1.97,739534130.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,4.09,75902514.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvln
NVCR,NovoCure Limited,21.1,1885576919,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcr
NVMM,"Novume Solutions, Inc.",4.45,63674088.8,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nvmm
NVUS,"Novus Therapeutics, Inc.",3.7946,26886311.96,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",17.01,4937634393,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,20.51,157834807.6,7695505,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",35.93,5764078406,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
NTRI,NutriSystem Inc,46.95,1410351332,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",52.08,2654411773,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,9.01,97165317.64,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvtr
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,24.65,902468914.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",48.7,525258427.8,n/a,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,88.87,430220558.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,230.11,1.39447E+11,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,120.45,40836142662,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",25.23,1671039062,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm
NXTD,NXT-ID Inc.,2.4,54495859.2,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.3901,0,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,3.13,170278717,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.66,55399996.72,33373492,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),20.74,167965067.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,5.01,706212861.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,24.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocsll
OCSI,Oaktree Strategic Income Corporation,8.26,243395503.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocsi
OASM,Oasmia Pharmaceutical AB,1.138,982822.32,863640,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",5.24,91395121.08,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,9.73,361287179.3,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",4.1528,38349363.82,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",1.12,20455543.36,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,28.56,2614838846,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
OCFC,OceanFirst Financial Corp.,27.97,911331741.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OCLR,"Oclaro, Inc.",6.77,1142653802,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,29.88,171993074.8,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",6.23,183394958.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",22.3,599654938.8,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",3.8899,32631674.81,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",3.55,1986644972,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp
OFS,OFS Capital Corporation,11.91,158818075.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs
OHAI,OHA Investment Corporation,1.22,24610318.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,40.25,188863706.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",0.3471,19505780.16,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
OKTA,"Okta, Inc.",29.18,2974147806,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",147.97,12189168582,n/a,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",30.88,384996955.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,18.45,2805323367,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,29.56,148352121.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",14.55,431074101.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",10.4801,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",56.6,3489787955,n/a,2015,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",24.06,263974795.3,n/a,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",64.63,652234455.9,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,16.7,801662959,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
OMNT,"Ominto, Inc.",3.96,68438113.92,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/omnt
OMCL,"Omnicell, Inc.",51.7,1961263385,n/a,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,25.04,10621022740,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,1.26,51829316.28,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
ONS,"Oncobiologics, Inc.",1.15,29360336.05,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ons
ONSIW,"Oncobiologics, Inc.",0.03,0,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw
